question_id,question,correct_answer
38,ゆとりのある正しい運転姿勢は、ハンドルに両手をかけたとき、肘が水平になるようにシートの背を合わせるとよい。,False
39,進路を変える時は、前後に車がいない時でも、合図をしなければならない。,True
40,発進する時は、方向指示器などで合図をし、もう一度バックミラーなどで前後左右の安全を確かめるのがよい。,True
41,子供が１人で歩いている側を通る時は、必ず一時停止をしなければならない。,False
42,緊急自動車を運転する時は、その自動車の運転に必要な運転免許の他に、運転経験年数や年齢について特別の資格が必要である。,True
43,小さい子供がひとりで道路を歩いている時は、安全に通行できるように特に注意し、一時停止か徐行しなければならない。,True
44,"最大積載量4,000キログラムの貨物自動車は、普通免許で運転できる。",False
45,運転者は、相手の立場に立ち、お互いに譲り合いと思いやりの気持ちを持って運転することが大切である。,True
46,車両通行帯のない道路では、自動車は追い越しなどでやむを得ない場合の他は、道路の左側に寄って通行しなければならない。,True
47,踏切内で車が動かなくなった時は、警報機の柱にある押しボタン式の踏切支障報知装置のボタンを押したり、携帯している発炎筒などで早く列車に知らせるとともに、早く車を踏切外に出すようにする。,True
48,後退する時の合図の時期は、後退しようとする時の3秒前である。,False
49,自動車を運転中に、どこを走っているか分からなくなったので、カーナビゲーション装置を時々注視しながら走行した。,False
50,交差点またはその付近で緊急自動車が近づいてきた時は、交差点をさけて道路の左側に寄って一時停止をしなければならない。,True
51,交通整理が行われていない左右の見通しがきかない交差点（優先道路を除く）では、徐行しなければならない。,True
52,車両通行帯のないトンネルでは、自動車や原動機付自転車を追い越すため、進路を変えたり、その横を通り過ぎてはならない。,True
53,シートベルトは、エアバックを備えている自動車に乗る場合でも着用しなければならない。,True
54,時速60キロメートルで走行中の普通乗用自動車の停止距離は、約22メートルである。,False
55,歩行者用道路では、沿道に車庫を持つ車は、警察署長の許可を受けなくても通行することができる。,False
56,自動車を運転するときは、非常信号用具や停止表示器材などを車に積んで置かなければならない。,True
57,後続車がいない時は、合図をする必要はない。,False
58,進路の前方に障害物がある時は、速度を上げて反対方向から進行してくる車より先にその場所を通過するようにするのがよい。,False
59,前の車に続いて踏切を通過するときは、徐行して通過するとよい。,False
60,一方通行となっている道路では、右側部分にはみ出して通行することができるが、そのはみ出し方ができるだけ少ない方がよい。,False
61,運転を頼まなければ、これから運転しようとする人に酒を勧めてもかまわない。,False
62,車は、他の車が右折するため道路の中央に寄って通行している時は、その左側を通行しなければならない。,True
63,オートマチック車は、エンジンを始動する前に、ブレーキペダルを踏んでその位置を確認し、アクセルペダルの位置を目で確認するのがよい。,True
64,停留所で路線バスが、方向指示器などで発進の合図をしていても、発進する前であれば、バスの発進を妨げてよい。,False
65,横断歩道のない交差点やその付近を横断している歩行者がある時は、徐行や一時停止してその歩行者の通行を妨げてはならない。,True
66,前の車が自動車を追い越そうとしている時は、追い越しを始めてはならない。,True
67,白や黄色の杖を持った人やその通行に支障のある高齢者が通行している場合には、あらかじめその手前で減速し、これらの人との間に安全な間隔をあけて通行しなければならない。,False
68,普通免許を受けていれば、自動二輪車を運転することができる。,False
69,交差点で右折をしようとする時は、先に交差点に入っていても、対向する直進車や左折車がある時は、その進行を妨げてはならない。,True
70,道路は、多数の人や車が通行する所であるから、運転者が一人でも自分勝手に通行すると、交通が混乱したり交通事故の原因になる。,True
71,自動車を運転する場合は、標識や標示で示されている最高速度を超えて運転してはならない。,True
72,同一方向に二つ以上の車両通行帯がある時は、最も右側の車両通行帯は追い越しのために空けておき、速度の遅い車が左側、速度が速くなるに連れ順次右側の車両通行帯を通行する。,True
73,自転車の側を進行する時は、自転車との間に安全な間隔をあけるか、徐行するなどの注意が必要である。,True
74,園児の乗り降りのために止まっている通学通園バスの側を通る時は、安全を確認すれば、速度を落とさなくてもよい。,False
75,交差点を通行中、後方から緊急自動車が接近してきたのを知ったので、その場に直ちに停車して通過させた。,False
76,運転免許証は、盗難や紛失に備えて自宅に保管し、免許証のコピーを携帯して運転した。,False
77,交差点とその手前から30メートル以内の場所では、優先道路を通行している場合を除き、他の自動車や原動機付自転車を追い越すため、進路を変えたり、その横を通り過ぎてはならない。,True
78,信号には、時差式信号のような信号機があるので、横の信号が赤であっても、前方の信号が青であるとは限らないので、前方の信号を確かめて進行する。,True
79,道路の曲がり角やカーブを走行する時は、車の内輪差のため、内側にいる歩行者や自転車などを巻き込む恐れがあるので、注意しなければならない。,True
80,仮運転免許を受けた者が練習のため運転する時は、指導者を乗せなければならないが、その指導者が受けている免許の種類や経験年数に決まりはない。,False
81,車に乗る前に、車の前後に人がいないかどうかを確かめれば、車の下まで確認する必要はない。,False
82,警察官は、交通混雑の防止や危険防止のため、信号機の信号や標識・標示などと異なる通行の方法を指示することがある。,True
83,踏切を通過する時は、踏切の直前（停止線がある時は、その直前）で一時停止をし、自分の目と耳で左右の安全を確かめなければならない。,True
84,オートマチック車を駐車する場合は、道路の状況に関係なくチェンジレバーは「P」の位置にするのが基本である。,True
85,チャイルドシートを正しく使用することにより、交通事故にあった場合の被害を大幅に軽減するとともに、子供が運転操作の支障となることを防止する。,True
86,前方の交通が混雑している時は、前方の信号が青の表示をしていても交差点内に進入してはならない。,True
87,運転者が疲れている時は、危険を認知して判断するまでに時間がかかるので、空走距離は長くなる。,True
88,自動車は、前の車が右折などのために、進路を変えようとしている時は、これを追い越してはならない。,True
89,交差点で左折する時は、バックミラーで左後方を確かめれば、徐行までする必要はない。,False
90,横断歩道を横断している人がいたが、自分の車が近づいたら立ち止まったので、そのまま通過した。,False
91,片側が転落する恐れがある崖になっている道路で、安全に行き違うことができない時は、崖側の車が一時停止して進路を譲らなくてはならない。,True
92,こう配の急な下り坂では、加速にはずみがつき、危険であるのでほかの車を追い越してはならない。,True
93,停止する時は、ブレーキをむやみに使わないで、なるべくアクセルの操作で徐々に速度を落としてから止まるようにするのがよい。,True
94,通学・通園バスが止まっていて、園児などが乗り降りしている側方を通過する時は、徐行して安全を確かめなければならない。,True
95,普通仮免許を受けていれば、小型特殊自動車を運転練習することができる。,False
96,横断歩道や自転車横断帯の前後30メートル以内は、追い越しが禁止されている。,False
97,同一方向に三つの車両通行帯のある道路で、大型貨物自動車を運転し、二つの通行帯にまたがって通行した。,False
98,標識などで指定されていない一般道路における最高速度は車種によって定められており、乗用自動車は時速60キロメートル、貨物自動車は時速50キロメートルである。,False
99,左右の見通しのきかない交差点、曲がり角、上り坂の頂上では、必ず警音器を鳴らさなければならない。,False
100,車を運転する時は、運転免許証を携帯し、自動車検査証を車に備え、自動車損害賠償責任保険証明書または責任共済証明書は、紛失しないように自宅に保管するとよい。,False
101,一方通行の道路で緊急自動車が近づいてきた時に、道路の左側に寄ると妨げとなる場合は、右側に寄って進路をゆずる。,True
102,車を運転中、進路の前方に障害物がある時は、一時停止か減速して反対方向から進行してくる車を先に通行させる。,True
103,車に乗ってからドアを閉める時は、少し手前で一度止め、力を入れて閉めるようにする。,True
104,故障のため、車両総重量が750キログラムを超える車をロープやクレーンでけん引する時は、けん引免許は必要ない。,True
105,一方通行の道路では、道路の中央から右の部分も通行することができる。,True
106,踏切の前方が混雑している時は、踏切内で停止することになると危険であるから、その踏切に入ってはならない。,True
107,進路を変える時は、前後に車がない時でも、合図をしなければならない。,True
108,オートマチック車のチェンジレバーの操作は、前進はD、後退はR、駐車はPに入れるのが正しい操作である。,True
109,これから車を運転しようとする人に、酒を出したり、勧めたりしてはいけない。,True
110,シートベルトは、時速30キロメートル以下で走行する時や運転して行く先が短時間であれば、着用しなくてもよい。,False
111,歩行者用道路では、沿道に車庫を持つ車などで特に通行を認められた車は、歩行者に注意し、徐行して通行することができる。,True
112,速度が遅くなると、停止距離は長くなる。,False
113,前方の車が踏切や横断歩道の前で停止や徐行している時は、その前に割り込んだり、横切ったりしてもよい。,False
114,横断歩道を横断している人がいたが、車が近づいたら立ち止まったので、そのまま進行を続けた。,False
115,左折する時は、あらかじめ道路の左端に寄り、交差点の側端に沿って徐行しながら通行する。,True
116,10人乗りのワゴン車は、普通免許で運転することができる。,True
117,踏切を通過する時は、落輪しないようにやや中央寄りを通行する。,True
118,車は、踏切とその手前から30メートル以内の場所で、自動車や原動機付自転車を追い越してはならない。,True
119,児童の乗り降りのために止まっている通学通園バスの側を通る時は、徐行して安全を確かめなければならない。,True
120,交差点付近を指定通行区分によって通行している時は、緊急自動車が接近してきても、進路を譲ることなく通行区分に従って通行しなければならない。,False
121,大型特殊免許を受けていれば、普通乗用自動車を運転することができる。,False
122,歩行者や自転車の側を通る時は、十分な間隔を空けていても、必ず徐行しなければならない。,False
123,交通規則は、歩行者や運転者などが道路を安全、円滑に通行する上で守るべき共通の約束事として決められているものである。,True
124,同一方向に三つの車両通行帯のある道路で、普通自動車を運転し、左から数えて三番目の通行帯を走り続けた。,False
125,標識や標示で最高速度が指定されている道路でも、追越しをする時は指定された最高速度を超えてもよい。,False
126,交差点と交差点付近以外で緊急自動車が近づいてきた時は、道路形態を問わず、必ず左側に寄って進路を譲らなければならない。,False
127,補助標識は、案内標識のように交通規制を目的としない標識である。,False
128,自動車を運転する時には、運転免許に記載されている条件（眼鏡等など）を守らなければならない。,True
129,交通が混雑している所では、車は路側帯を通行してもよい。,False
130,普通仮免許を受けた者が練習のため普通自動車を運転する時は、車の前後の定められた位置に、「初心者マーク」をつけなければならない。,False
131,踏切を通過する時は、踏切の直前（停止線がある時は、その直前）で一時停止をし、安全を確かめなければならないが、見通しのよいところでは徐行して通過することができる。,False
132,発進する時は、方向指示器などによって発進の合図をし、もう一度バックミラーなどで前後左右の安全を確かめてから発進するのがよい。,True
133,オートマチック車で上り坂に駐車する時は、チェンジレバーを「Ｌ」、または「１」に入れておいたほうがよい。,False
134,幼児を前部座席に乗せることは、幼児にとって非常に危険であるばかりでなく、運転操作の支障にもなるので、チャイルドシートを用いて後部座席に乗せる。,True
135,前方の交差点が混雑している場合、その手前に横断歩道や自転車横断帯があれば、その中に入って停止してもよい。,False
136,路面が雨に濡れ、タイヤがすり減っている場合の停止距離は、乾燥した路面でタイヤの状態がよい場合に比べて、2倍程度長くなることがある。,True
137,後ろの車が自分の車を追い越そうとしている時は、追い越してはならない。,True
138,自動車で交差点を右折しようとする時は、あらかじめできるだけ道路の中央に寄り、交差点の中心のすぐ内側を徐行しなけばならない。,True
139,横断歩道や自転車横断帯の手前30メートル以内の場所では、他の車（軽車両を除く）を追い越したり、追い抜くことはできない。,True
140,運転免許は、第一種運転免許、第二種運転免許、仮運転免許の3種類に区分される。,True
141,大型特殊免許か普通免許、準中型免許を受けて通算2年以上経過している者は中型免許を受験することができる。,True
142,運転者は、同乗者が乗り降りする際、ドアの開け閉めまで注意をする必要はない。,False
143,踏切内でエンストした時、マニュアル車では、あせらずエンジンをかけ直し、それでもダメな時は非常手段としてギアをローかセカンドに入れ、セルモーターで動かすことができる。,True
144,普通免許では、普通自動車、小型特殊自動車、原動機付自転車を運転することができる。,True
145,自動車を運転する時は、有効な運転免許証（仮運転免許も含む）を所持しなければならない。,True
146,仮運転免許を受けた者が練習のため運転する時は、その車を運転することができる第二種免許を取得している者を横に乗せて指導を受ければ、その者の運転経験年数に関係なく運転できる。,True
147,車から降りるためドアを開ける時は、まず少し開けて一度止め、前後の安全を確かめる。,True
148,大型免許又は中型免許を受けようとする者は、普通免許の運転経験が2年以上あれば受けることができる。,False
149,シートベルトは、エアバックが備えられている車に乗る場合は、締めなくてもよい。,False
150,運転者が疲れていると、危険を判断するまでに時間がかかるので、空走距離が長くなる。,True
151,道路の左側部分の幅が通行のため十分でない時は、右側部分に全部、または一部はみ出して通行することができる。,True
152,踏切を通過しようとする時は、警報機が鳴っても、しゃ断機が降り始める前であれば、通過することができる。,False
153,地理不案内の場所を走行中、目的の場所や道路を見つけた場合、合図を出すと同時に進路変更するのは危険である。,True
154,オートマチック車のチェンジレバーがＤ（レンジ）のときのクリープ現象とは、ブレーキペダルをしっかり踏んでいないと、アクセルペダルを踏まなくても自動車がゆっくり動き出すことである。,True
155,正しい運転姿勢をとるためのシートの前後の位置は、クラッチを踏み込んだ時、膝が伸びきった状態に合わせるとよい。,False
156,道路に面した場所に出入りするために歩道を横切る場合は、歩行者の通行を妨げる恐れがなければ一時停止しなくてもよい。,False
157,空走距離とは、運転者が危険を感じてからブレーキが実際にきき始めるまでに車が走る距離である。,True
158,児童の乗り降りのため止まっている通学・通園バスの側を通る時は、徐行して安全を確かめなければならない。,True
159,大型二輪免許を受けている者は、ミニカーを運転することができる。,False
160,飲酒運転は、運転者自身の自覚によるものであり、第三者が車を運転しようとする者に酒類を提供し、または勧めたりしても責任を問われることはない。,False
161,車両通行帯のある道路では、やむを得ない場合のほかは、二つの車両通行帯にまたがって通行してはならない。,True
162,標識や標示により、最高速度が指定されていない場合には、普通自動車は、時速60キロメートルを超えて運転してはならないが、最高速度が指定されている場合は、その最高速度を超えて運転してはならない。,True
163,路面電車が停留所で止まっている時は、人の乗り降りが終わるまで、一時停止していなければならない。,True
164,自動車を運転する時は、有効な自動車検査証と自動車損害賠償責任保険証明書または責任共済証明書を備えているか確かめることが大切である。,True
165,信号機が設置されている踏切で信号機の表示する青信号に従って通過する時は、安全確認をすれば一時停止の必要はない。,True
166,バックで発進する場合は、同乗者などに後方の安全確認を手伝ってもらえば、運転者は後方の確認をしなくてもよい。,False
167,オートマチック車で駐車する時は、短時間でもチェンジレバーをＰの位置に入れ、ハンドブレーキを確実にかけるのがよい。,True
168,制動距離とは、空走距離と停止距離を合わせたものである。,False
169,赤色の点滅信号の時は、自動車は他の交通に注意して進むことができる。,False
170,運転者は車に乗り降りをする際、後方から接近してくる車の有無を確認するようにする。,True
171,普通自動車で車両総重量が750キログラム以下の車をけん引する時は、けん引する自動車の免許があれば、けん引免許は必要ない。,True
172,助手席にエアバックが備えられている車で、助手席に子供を乗せる時は、座席をできるだけ後方に引いて、チャイルドシートを前向きに取り付けるとよい。,True
173,前方の交通が渋滞している場合は、横断歩道や踏切に入ってはいけないが、自転車横断帯に入って停車するのはかまわない。,False
174,ブレーキをかける時は、最初はできるだけ軽く踏み込み、それから必要な強さまで徐々に踏み込むのがよい。,True
175,道路の曲がり角付近では、自動車や原動機付自転車を追い越してはならない。,True
176,車両通行帯が黄色の線で区画されている時は、右折や左折のためでも、黄色の線をこえて進路を変えてはならない。,True
177,横断歩道や自転車横断帯とその手前30メートル以内の場所では、ほかの車（軽車両を除く）を追い越したり追い抜いたりしてはいけない。,True
178,車両通行帯のある道路では、追い越しなどやむを得ない場合のほかは車両通行帯からはみ出したり、２つの車両通行帯にまたがったりして通行してはならない。,True
179,飲酒運転は運転者本人の自覚によるもので、第三者が運転しようとしている人に酒を提供し、または酒をすすめても責任にはならない。,False
180,仮運転免許は、第一種運転免許を受けようとする者が、練習などのために普通自動車などを運転しようとする場合に必要である。,True
181,普通自動車でほかの車をけん引する時は、けん引する自動車の種類に応じた運転免許の他にけん引免許が必要であるが、けん引される車の総重量（人や荷物を乗せた状態での車全体の重さ）が750ｋｇ以下であればけん引免許は必要ない。,True
182,後退する時の合図の時期は、後退しようとする時である。,True
183,交差点で右折しようとする時は、あらかじめできるだけ道路の中央により、交差点の中心のすぐ内側を減速しながら通行しなければならない。,False
184,バックで発進する事は危険なので、車庫などに入れる時は、あらかじめ発進しやすいように後退で入れておくのがよい。,True
185,シートベルトは乗員を守るためのものであり、同乗者の着用も運転者が指導しなければならない。,True
186,交差点や交差点付近以外を通行中に後方から緊急自動車が近づいてきた時は、車は、道路の左側によって進路をゆずらなければならない。,True
187,優先道路を通行している場合は、交差点の手前30メートル以内の場所でも追い越すことができる。,True
188,同一方向に二つの車両通行帯がある道路では、右側の車両通行帯を通行するのがよい。,False
189,信号機のない交差点で、交差道路の幅員が広い場合や交差道路が優先道路の時は、一時停止か徐行して交差道路を通行している車の進行を妨げてはいけない。,True
190,仮運転免許で運転練習する場合は、運転免許を受けて３年を過ぎた人の指導を受けて練習することができるが、免許ならどんな免許でもよい。,False
191,仮免許を受けた者が練習のため自動車を運転する時は、仮免許練習標識を車の前と後ろの定められた位置に付けなければならない。,True
192,一方通行になっている道路では、道路の中央から右側部分にはみ出して通行できるが、この場合には、はみ出し方ができるだけ少なくなるようにしなければならない。,False
193,車のブレーキのかけ方は、最初はできるだけ軽く踏み、それから必要な強さまで徐々に踏み込んで速度を落とすのがよい。,True
194,転回する時の合図の時期は、転回しようとする時の約3秒前である。,False
195,路線バスが停留所から発進しようと合図をしている場合でも、急な用事がある時やバスの発進が遅れている時などは追い抜いて進行してもよい。,False
196,白や黄のつえを持った人や、通行に支障のある高齢者が通行している場合には、あらかじめその手前で減速しこれらの人との間に一定の間隔をあけて通行しなければいけない。,False
197,歩行者専用道路は、沿道に車庫を持つ車であれば、警察署長の許可を受けなくても通行することができる。,False
198,普通仮運転免許で小型特殊自動車を練習のため運転することができる。,False
199,自動車を運転している時に、どこを走っているのか分からなくなったので、カーナビゲーション装置を注視しながら走行した。,False
200,踏切とその手前30メートル以内の場所では、追い越しが禁止されている。,True
201,路面が濡れている道路でブレーキをかける時は、ブレーキペダルを一気に踏み込むのがよい。,False
202,車両通行帯のあるトンネルの中は、自動車や原動機付自転車を追い越しすることができる。,True
203,左右の見通しがきかない交差点（優先道路を通行している場合や交通整理が行われている場合を除く）、曲がり角、上り坂の頂上付近、勾配の急な下り坂は、徐行しなければならない。,True
204,シートベルトは交通事故にあった場合の被害を大幅に軽減するとともに、正しい運転姿勢を保たせることにより、運転中の疲労を軽減するなどさまざまな効果がある。,True
205,歩道や路側帯を横切る時は、歩行者の通行を妨げなければ徐行して通行できる。,False
206,自動車が右折しようとして道路の中央に寄っている場合には、後方の自動車は、その右折車の左側を追い越すことができる。,True
207,車が左折する時は、内輪差（曲がる時に後輪が前輪より内側を通ること）が生じるが、右折の時は生じない。,False
208,幼児を乗せる時は、後部座席に補助装置を用いて乗せるよりも、目の届く前部座席に直接乗せるのがよい。,False
209,歩行者用道路では、沿道に車庫を持つ車などで、特に警察署長の許可を受けた車は、歩行者などに注意して減速して通行することができる。,False
210,車に乗る前は、車の周囲の状況を確かめることはもちろん、車の下ものぞいて人がいるかどうかなども確かめた方がよい。,True
211,普通免許で運転できる車の種類は、普通自動車、原動機付自転車および小型特殊自動車の三種類である。,True
212,この標識がある道路では、毎時50キロメートル以下の速度で通行しなければならないが、その速度はいかなる場合でも超えて運転してはならない。,True
213,横断歩道や自転車横断帯に近づいた時に、歩行者や自転車が横断している時は、一時停止しなければならないが、歩行者や自転車が横断しようとしている時は徐行すればよい。,False
214,交差点に入ろうとしている時に緊急自動車が近づいてきた時は、直ちに交差点で一時停止し、緊急自動車に進路をゆずなければならない。,False
215,進路の前方に障害物がある時は、あらかじめ一時停止か減速して、反対方向からの車に道をゆずらなければならない。,True
216,内輪差とは、ハンドルを左に切ったときの「ハンドルのあそび」のことである。,False
217,横断歩道のない交差点や交差点近くを通行中、歩行者が横断を始めたので徐行などして、先に歩行者を通行させた。,True
218,横断歩道や自転車横断帯と、その手前で停止している車がある時は、そのそばを通って前方に出る前に安全確認をして減速しながら通行しなければならない。,False
219,通学通園バスが止まっていて、園児などが乗り降りをしている車の側方を通って前方に出る時に、十分な安全間隔が取れたが徐行して安全を確かめながら通行した。,True
220,道路の左前方に道路工事をしている場所がある時は、対向車に自分の存在を知らせる為に、できるだけ早く進路変更をして道路の右側に出たほうがよい。,False
221,雨に濡れている路面では、乾燥した路面の場合と比べて停止距離は2倍程度に伸びることがある。,True
222,普通免許や準中型免許を受けて1年を経過していない者は、このマーク（初心者マーク）を車の前と後の定められた位置に付けて運転しなければならない。,True
223,停止距離とは、空走距離と制動距離を合わせたものである。,True
224,雨に濡れた道路を走る場合や重い荷物を積んでいる場合は、制動距離は短くなる。,False
225,踏切を通過する時は、信号機があれば信号に従って通行する事ができるが、その場合には徐行して通行しなければならない。,False
226,標識や標示で最高速度が指定されていない一般道路の普通乗用自動車の法定最高速度は、60キロメートル毎時であるが、普通貨物自動車の法定最高速度は50キロメートル毎時である。,False
227,交差する道路が優先道路である時や、その道幅が明らかに広い時は、徐行するとともに、交差道路を通行する車や路面電車の進行を妨げてはならない。,True
228,時速60キロメートルで走行している普通自動車の路面が乾燥している場合の停止距離は、約22メートルである。,False
229,自転車横断帯とその手前30メートル以内の場所は、自動車や原動機付自転車を追い越したり、追い抜いたりしてはならない。,True
230,このような手による合図は、徐行か一時停止する合図である。,True
231,交通整理の行われていない道幅が同じような道路の交差点では、路面電車や左方からくる車の進行を妨げてはならない。,True
232,踏切内では、落輪しないように歩行者や自転車に注意して、やや中央よりを通過するのがよい。,True
233,自動車に乗ってからドアを閉める時は、途中で止めないで力を入れて一気に閉めるのがよい。,False
234,白や黄の杖を持った人や、通行に支障のある高齢者が通行している場合には、その通行を妨げないように一時停止するか徐行する。,True
235,この標識がある専用通行帯は、午前7時から9時までの間は、路線バスなどが前後に見えないときでも、一般の車（原動機付自転車、軽車両、小型特殊自動車を除く）は通行することができない。,True
236,歩行者や自転車の側を通る時は、歩行者や自転車との間に安全な間隔をあけるか、徐行しなければならない。,True
237,自動車は、同一方向に三つ以上の車両通行帯がある時は、最も右側の通行帯は追い越し等の為に空けておき、それ以外の車両通行帯を通行することができるが、その場合は、速度の遅い車が左側、速度が速くなるに連れて順次右よりの通行帯を通行する。,True
238,徐行とは車が直に停止できるような速度で進行することを言い、優先道路を通行している場合であっても、左右の見通しがきかない交差点では徐行しなければならない。,True
239,左右の見通しがきかない交差点（信号機などによる交通整理が行われている場合や優先道路を通行している場合を除く）や曲がり角、上り坂の頂上付近、勾配の急な下り坂は徐行しなければならない。,True
240,自動車を運転する時は、身体を斜めにしたり、肘を窓枠に乗せて運転しないほうがよい。,True
241,交差点で左右の信号が赤であっても、進行方向の信号が青であるとは限らない。,True
242,左側部分の幅が、6メートル以上の見通しのよい道路で、反対方向からの交通がない場合、道路の中央より右側部分にはみ出して通行することができる。,False
243,正面の信号が黄色の点滅をしているときは、車や路面電車は交差点を徐行しなければならない。,False
244,"最大積載量が4,000キログラムの貨物自動車は、普通免許で運転できる。",False
245,車の停止位置は、停止線のあるところでは、その停止線の直前、ないところの停止位置は、交差点では、その直前（交差点のすぐ近くに横断歩道や自転車横断帯があるところでは、その直前）である。,True
246,交差点以外で、横断歩道も自転車横断帯も踏み切りもないところで手信号や灯火による信号をしている時の停止位置は、その警察官や交通巡視員の3メートル手前である。,False
247,普通運転免許証を所持している者は、普通自動二輪車を運転することができる。,False
248,車をバックさせる時、後部座席の同乗者などに後方の安全を確認してもらえば、運転者には後方の安全を確認する義務はない。,False
249,交通巡視員が信号機の信号と異なった手信号をした時は、原動機付自転車や軽車両もその手信号に従う。,True
